Amplicon,CpG_site,Month_Treatment,Reference.Frequency.P,FishNo,Treatment,Month
dmrt1_PE1_C,110,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.012,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.012,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.013,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.019,Unknown,Male,Captive
dmrt1_PE1_C,110,Male.Captive,0.027,Unknown,Male,Captive
dmrt1_PE1_C,141,Female.Captive,0.048,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.06,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.082,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.085,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.087,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.09,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.098,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.107,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.117,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.117,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.183,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.214,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Captive,0.217,Unknown,Female,Captive
dmrt1_PE1_C,141,Female.Wild,0.079,Unknown,Female,Wild
dmrt1_PE1_C,141,Female.Wild,0.091,Unknown,Female,Wild
dmrt1_PE1_C,141,Female.Wild,0.096,Unknown,Female,Wild
dmrt1_PE1_C,141,Female.Wild,0.1,Unknown,Female,Wild
dmrt1_PE1_C,141,Male.Wild,0.008,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.01,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.016,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.016,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.027,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.03,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.043,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.048,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.049,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Wild,0.054,Unknown,Male,Wild
dmrt1_PE1_C,141,Male.Captive,0.008,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.009,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.01,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.012,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.012,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.014,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.016,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.018,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.021,Unknown,Male,Captive
dmrt1_PE1_C,141,Male.Captive,0.034,Unknown,Male,Captive
cyp19a1a_PE1,-83,Female.Captive,0.23,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.242,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.241,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.219,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.261,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.24,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.283,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.273,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.198,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.271,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.223,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.225,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.334,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.298,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.403,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.376,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.29,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.389,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.357,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.36,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.519,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.464,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.636,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.614,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.45,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.569,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.545,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.539,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.66,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.612,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.739,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.742,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.445,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.581,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.554,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.568,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.85,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.752,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.896,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.79,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.38,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.49,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.46,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.45,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.54,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.51,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.58,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.56,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.36,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.43,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.4,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.41,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.42,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.42,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.46,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.43,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.306,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.45,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.395,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.398,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.579,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.476,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.698,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.691,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.579,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.865,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.746,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.629,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.959,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.753,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.956,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.941,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.21,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.274,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.251,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.252,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.343,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.312,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.423,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.353,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.137,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.202,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.181,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.164,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.281,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.206,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.332,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.321,Unknown,Female,Captive
cyp19a1a_PE1,-83,Female.Captive,0.19,Unknown,Female,Captive
cyp19a1a_PE1,-52,Female.Captive,0.242,Unknown,Female,Captive
cyp19a1a_PE1,-48,Female.Captive,0.23,Unknown,Female,Captive
cyp19a1a_PE1,-31,Female.Captive,0.213,Unknown,Female,Captive
cyp19a1a_PE1,29,Female.Captive,0.32,Unknown,Female,Captive
cyp19a1a_PE1,39,Female.Captive,0.283,Unknown,Female,Captive
cyp19a1a_PE1,93,Female.Captive,0.353,Unknown,Female,Captive
cyp19a1a_PE1,107,Female.Captive,0.335,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.067,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.056,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.036,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.053,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.075,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.103,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.056,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.009,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.041,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.089,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.021,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.018,Unknown,Female,Captive
foxl2_P,-240,Female.Captive,0.032,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.081,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.091,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.037,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.086,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.092,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.152,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.051,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.017,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.014,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.024,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.012,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.026,Unknown,Female,Captive
foxl2_P,-207,Female.Captive,0.04,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.09,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.091,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.052,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.061,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.058,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.131,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.066,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.013,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.188,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.023,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.014,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.029,Unknown,Female,Captive
foxl2_P,-143,Female.Captive,0.045,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.086,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.062,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.033,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.076,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.067,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.128,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.086,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.016,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.189,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.024,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.013,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.04,Unknown,Female,Captive
foxl2_P,-141,Female.Captive,0.048,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.056,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.073,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.026,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.077,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.044,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.128,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.079,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.01,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.009,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.093,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.108,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.029,Unknown,Female,Captive
foxl2_P,-115,Female.Captive,0.039,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.073,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.07,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.029,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.094,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.074,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.13,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.064,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.009,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.097,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.019,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.017,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.056,Unknown,Female,Captive
foxl2_P,-113,Female.Captive,0.036,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.057,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.055,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.037,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.089,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.049,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.165,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.09,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.01,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.006,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.018,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.015,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.023,Unknown,Female,Captive
foxl2_P,-103,Female.Captive,0.03,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.072,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.049,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.04,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.078,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.053,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.124,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.062,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.015,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.006,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.022,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.015,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.013,Unknown,Female,Captive
foxl2_P,-73,Female.Captive,0.036,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.064,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.062,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.041,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.071,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.056,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.135,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.115,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.013,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.003,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.026,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.022,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.018,Unknown,Female,Captive
foxl2_P,-61,Female.Captive,0.045,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.075,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.098,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.07,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.155,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.035,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.056,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.043,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.034,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.055,Unknown,Female,Captive
foxl2_E1pt2,414,Female.Captive,0.053,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.103,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.086,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.074,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.041,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.064,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.063,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.052,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.077,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.091,Unknown,Female,Captive
foxl2_E1pt2,417,Female.Captive,0.074,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.085,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.063,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.075,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.071,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.133,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.082,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.032,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.065,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.041,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.025,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.058,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.045,Unknown,Female,Captive
foxl2_E1pt2,429,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.085,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.053,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.09,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.078,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.056,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.061,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.042,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.061,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.059,Unknown,Female,Captive
foxl2_E1pt2,433,Female.Captive,0.063,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.085,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.078,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.081,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.153,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.098,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.046,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.085,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.056,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.081,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.066,Unknown,Female,Captive
foxl2_E1pt2,448,Female.Captive,0.08,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.073,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.089,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.059,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.146,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.084,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.035,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.056,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.046,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.03,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.042,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.043,Unknown,Female,Captive
foxl2_E1pt2,451,Female.Captive,0.104,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.079,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.078,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.086,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.09,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.047,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.068,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.065,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.036,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.069,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.067,Unknown,Female,Captive
foxl2_E1pt2,463,Female.Captive,0.064,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.078,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.058,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.074,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.145,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.085,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.037,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.069,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.047,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.045,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.059,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.047,Unknown,Female,Captive
foxl2_E1pt2,479,Female.Captive,0.064,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.07,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.095,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.056,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.136,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.073,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.098,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.05,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.044,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.026,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.057,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.057,Unknown,Female,Captive
foxl2_E1pt2,488,Female.Captive,0.061,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.072,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.045,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.074,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.07,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.154,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.075,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.029,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.039,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.037,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.048,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.042,Unknown,Female,Captive
foxl2_E1pt2,494,Female.Captive,0.071,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.072,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.044,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.092,Unknown,Female,Captive
foxl2_E1pt2,550,Female.Captive,0.068,Unknown,Female,Captive
